Date,Open,Close,High,Index,Volume,Index
0,0.0,0.24834837019443512,0.2506868642406511,0.2478806713851919,1091238,0
0,0.2483484259669647,0.2478807270526886,0.2506869205383451,0.2469453567228967,1174468,1
0,0.24788072705268863,0.2478807270526886,0.25021922162406907,0.2469453567228967,5209582,2
0,0.2478808267009299,0.24507465958595276,0.24881622490551272,0.24413926138136996,1424158,3
0,0.24507460362981034,0.2436715066432953,0.2464777006163254,0.2436715066432953,675088,4
0,0.24367160236979682,0.2418006956577301,0.24554239908676026,0.2418006956577301,1038834,5
0,0.24180043241258167,0.2403973639011383,0.24226813108264475,0.23572040469925334,6590583,6
0,0.2403973639011383,0.2403973639011383,0.24320363841775447,0.23852656922088597,1430323,7
0,0.24039755522790812,0.24226832389831543,0.2427361329356803,0.24039755522790812,934026,8
0,0.24320381145710687,0.24601000547409058,0.2483484729894782,0.24320381145710687,2940794,9
0,0.24601005779053559,0.24507465958595276,0.2483485258032213,0.24460696048366135,1464232,10
0,0.24507460746842935,0.24601000547409058,0.24601000547409058,0.2422683034563838,752153,11
0,0.24600993423244313,0.2446068376302719,0.24741300333585686,0.2436714398954911,530206,12
0,0.24460688989190427,0.24554228782653809,0.24694538472848881,0.24460688989190427,897034,13
0,0.24554232892724573,0.24320383369922638,0.2460100279728496,0.24320383369922638,1612196,14
0,0.24273620401131513,0.2418006956577301,0.24273620401131513,0.23946222726030164,1282359,15
0,0.2413329780101776,0.2413329780101776,0.2413329780101776,0.23899448255939038,1276193,16
0,0.2413327612412645,0.2403973639011383,0.2413327612412645,0.23946196656101215,622684,17
0,0.24039755522790812,0.24226832389831543,0.24226832389831543,0.24039755522790812,878539,18
0,0.24226839483697096,0.2418006956577301,0.24367160236979682,0.24133302397726505,906282,19
0,0.24180061601307606,0.24086524546146393,0.24273612405852202,0.24086524546146393,450059,20
0,0.23946207375067163,0.23899437487125397,0.23946207375067163,0.2366558804741656,826135,21
0,0.23899448678461288,0.23805908858776093,0.23899448678461288,0.236655991292483,440811,22
0,0.23805894267340913,0.2366558462381363,0.23852664148516672,0.23431737967810248,1396415,23
0,0.2375914299172238,0.2394622266292572,0.2418006950205232,0.2375914299172238,1174468,24
0,0.23946227930289224,0.23852688074111938,0.24086537714555156,0.23665608361757362,1353258,25
0,0.238526696167426,0.23572053015232086,0.23899439508640363,0.23572053015232086,527123,26
0,0.23572047363015516,0.2343173772096634,0.2375912413587236,0.2343173772096634,548702,27
0,0.2343174514511333,0.23244665563106537,0.2375913166374895,0.23244665563106537,1803317,28
0,0.23244665563106537,0.23244665563106537,0.23291435458608237,0.22964048939972614,681253,29
0,0.23244663690084333,0.23197893798351288,0.23384973365283473,0.23151126656494284,943273,30
0,0.23197893798351288,0.23197893798351288,0.23384973365283473,0.23104356764761239,585693,31
0,0.23197888317551046,0.2343173772096634,0.23478507601649398,0.2282373202196197,1340928,32
0,0.23431743339538805,0.23572053015232086,0.23946209400538124,0.23384973447641044,1710839,33
0,0.23572054831618425,0.23244665563106537,0.23665591872745556,0.23244665563106537,493215,34
0,0.2324466377194776,0.23572053015232086,0.23665590049151558,0.2324466377194776,604188,35
0,0.2375913609741455,0.24226832389831543,0.24367153102026784,0.2375913609741455,1458066,36
0,0.2448205042881459,0.24387528002262115,0.24529324146895162,0.24293002796864235,1553627,37
0,0.24387506747618898,0.24292981624603271,0.24387506747618898,0.24245719063095456,431563,38
